Timestamp,Motor_ID,Voltage (V),Current (A),Power (kW),Frequency (Hz),Power Factor,Torque (Nm),RPM,Load (%),Temperature (°C),Humidity (%),Vibration (mm/s),Status
1/1/2021 15:15,MTR005,420,10.5,4.19,50,0.97,66,1471,98,61,54,3.6,Load Increase
1/1/2021 15:30,MTR002,410,14.8,5.76,50,0.82,63,1462,41,42,68,3.9,Overload
1/1/2021 15:45,MTR004,390,12.4,4.59,50,0.95,70,1455,65,37,60,2.7,Running
1/1/2021 16:00,MTR001,415,13.4,5.28,50,0.98,40,1364,82,40,62,5.8,High Vibration
1/1/2021 16:15,MTR002,390,8.9,3.3,50,0.87,51,1483,45,42,53,4.7,Running
1/1/2021 16:30,MTR004,380,12.9,4.66,50,0.88,65,1376,50,44,55,3.8,Running
1/1/2021 16:45,MTR001,380,12.7,4.58,50,0.91,47,1445,66,38,58,1.9,Running
1/1/2021 17:00,MTR004,400,15.3,5.81,50,0.84,67,1467,82,49,60,4.1,Overload
1/1/2021 17:15,MTR003,420,11.8,4.71,50,0.91,52,1488,89,40,59,3.9,Running
1/1/2021 17:30,MTR005,410,9.6,3.74,50,0.96,41,1454,75,51,55,2.2,Running
1/1/2021 17:45,MTR002,420,15.1,6.02,50,0.87,65,1364,60,39,70,5.4,High Vibration
1/1/2021 18:00,MTR005,380,14.9,5.38,50,0.87,40,1376,92,55,60,5.3,High Vibration
1/1/2021 18:15,MTR003,390,8.3,3.08,50,0.84,58,1393,54,37,58,6.4,High Vibration
1/1/2021 18:30,MTR003,390,14.4,5.34,50,0.83,55,1405,89,41,72,2.1,Overload
1/1/2021 18:45,MTR005,400,9.8,3.72,50,0.82,69,1383,86,39,50,3.9,Running
1/1/2021 19:00,MTR002,420,8.7,3.47,50,0.8,59,1409,44,38,64,5.8,High Vibration
1/1/2021 19:15,MTR005,380,10.2,3.68,50,0.87,54,1426,84,41,53,5.1,High Vibration
1/1/2021 19:30,MTR003,415,11.9,4.69,50,0.95,65,1358,78,56,53,2.4,Running
1/1/2021 19:45,MTR002,410,12.7,4.95,50,0.96,47,1443,41,52,59,5.8,High Vibration
1/1/2021 20:00,MTR004,410,12.5,4.87,50,0.96,51,1455,60,59,57,1.8,Running
1/1/2021 20:15,MTR003,400,14.9,5.66,50,0.8,68,1479,58,63,51,3,Overload
1/1/2021 20:30,MTR004,400,9.9,3.76,50,0.84,64,1367,50,49,58,5.4,High Vibration
1/1/2021 20:45,MTR003,400,10.9,4.14,50,0.87,55,1462,76,55,74,5.2,High Vibration
1/1/2021 21:00,MTR002,400,9.6,3.65,50,0.88,51,1445,80,62,74,3.5,Running
1/1/2021 21:15,MTR002,390,8.4,3.11,50,0.84,44,1452,100,48,58,2.6,Load Increase
1/1/2021 21:30,MTR005,410,12,4.67,50,0.93,40,1493,94,45,74,3.7,Load Increase
1/1/2021 21:45,MTR004,410,12.3,4.79,50,0.81,59,1402,56,58,62,2.9,Running
1/1/2021 22:00,MTR004,380,10.5,3.79,50,0.91,54,1351,70,46,59,3.4,Running
1/1/2021 22:15,MTR003,410,12.8,4.99,50,0.84,44,1417,51,63,51,3,Running
1/1/2021 22:30,MTR005,415,9.1,3.59,50,0.91,63,1385,76,62,68,4.7,Running
1/1/2021 22:45,MTR005,390,15.8,5.85,50,0.9,50,1394,47,43,59,3.6,Overload
1/1/2021 23:00,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/1/2021 23:15,MTR003,400,12.4,4.71,50,0.85,68,1404,79,49,69,4.1,Running
1/1/2021 23:30,MTR002,400,11,4.18,50,0.87,62,1422,96,38,61,5.6,High Vibration
1/1/2021 23:45,MTR004,400,15.5,5.89,50,0.82,67,1446,42,59,61,2.1,Overload
1/2/2021 0:00,MTR001,420,10.8,4.31,50,0.94,68,1470,63,45,53,2.1,Running
1/2/2021 0:15,MTR003,410,13.7,5.34,50,0.82,67,1383,85,62,67,5,Running
1/2/2021 0:30,MTR005,380,9.8,3.54,50,0.92,46,1355,67,65,64,3.4,Running
1/2/2021 0:45,MTR004,420,13,5.19,50,0.83,60,1492,83,52,68,3.7,Running
1/2/2021 1:00,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 1:15,MTR005,380,11.3,4.08,50,0.92,55,1391,92,61,71,6.1,High Vibration
1/2/2021 1:30,MTR002,390,10.6,3.93,50,0.82,67,1404,88,50,69,4.1,Running
1/2/2021 1:45,MTR005,420,13.2,5.27,50,0.97,62,1390,82,58,55,3.5,Running
1/2/2021 2:00,MTR004,400,14.9,5.66,50,0.84,53,1447,87,37,54,5.4,High Vibration
1/2/2021 2:15,MTR005,410,9.9,3.86,50,0.92,40,1444,45,38,71,3.3,Running
1/2/2021 2:30,MTR005,390,15,5.56,50,0.84,67,1414,66,43,71,5.2,High Vibration
1/2/2021 2:45,MTR002,380,12.2,4.4,50,0.87,61,1463,91,39,62,6.3,High Vibration
1/2/2021 3:00,MTR001,380,10,3.61,50,0.93,68,1487,53,40,51,4.5,Running
1/2/2021 3:15,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 3:30,MTR003,380,8.4,3.03,50,0.98,52,1355,65,45,68,2.8,Running
1/2/2021 3:45,MTR002,390,9.1,3.37,50,0.89,70,1424,63,62,59,4.3,Running
1/2/2021 4:00,MTR004,410,8.9,3.47,50,0.97,45,1363,53,61,56,4.1,Running
1/2/2021 4:15,MTR003,410,15.4,6,50,0.96,51,1445,57,56,63,2.3,Overload
1/2/2021 4:30,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 4:45,MTR004,410,11.3,4.4,50,0.86,44,1474,94,39,72,2.6,Load Increase
1/2/2021 5:00,MTR004,415,15.6,6.15,50,0.94,46,1362,62,56,54,5.8,High Vibration
1/2/2021 5:15,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 5:30,MTR003,420,13.3,5.31,50,0.91,43,1469,82,44,69,2.3,Running
1/2/2021 5:45,MTR004,380,11.7,4.22,50,0.91,56,1353,82,54,54,2.6,Running
1/2/2021 6:00,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 6:15,MTR001,410,12.1,4.71,50,0.8,60,1461,45,60,51,5.6,High Vibration
1/2/2021 6:30,MTR002,400,15.7,5.97,50,0.92,42,1452,56,61,57,4.1,Overload
1/2/2021 6:45,MTR001,410,8.3,3.23,50,0.87,60,1364,53,39,71,5.6,High Vibration
1/2/2021 7:00,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 7:15,MTR001,380,8.6,3.1,50,0.92,43,1351,97,40,62,6.3,High Vibration
1/2/2021 7:30,MTR002,380,11,3.97,50,0.83,66,1458,58,50,64,2.3,Running
1/2/2021 7:45,MTR001,380,15,5.42,50,0.89,49,1350,83,52,71,4.9,Overload
1/2/2021 8:00,MTR005,420,9.3,3.71,50,0.94,62,1496,94,38,69,5.6,High Vibration
1/2/2021 8:15,MTR005,420,13.7,5.47,50,0.93,42,1372,82,62,55,3.4,Running
1/2/2021 8:30,MTR005,400,9.3,3.53,50,0.85,59,1352,43,53,51,1.9,Running
1/2/2021 8:45,MTR004,400,12.8,4.86,50,0.94,47,1403,50,48,74,5,Running
1/2/2021 9:00,MTR001,400,13.3,5.05,50,0.91,47,1372,63,53,68,4,Running
1/2/2021 9:15,MTR003,415,15.4,6.07,50,0.96,42,1383,61,45,75,5.6,High Vibration
1/2/2021 9:30,MTR002,390,9.5,3.52,50,0.95,41,1377,50,53,59,2.6,Running
1/2/2021 9:45,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 10:00,MTR002,420,9.1,3.63,50,0.87,51,1404,43,59,72,6.4,High Vibration
1/2/2021 10:15,MTR002,400,10.7,4.07,50,0.97,45,1469,63,53,64,5.8,High Vibration
1/2/2021 10:30,MTR004,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 10:45,MTR005,390,8.2,3.04,50,0.81,51,1361,84,59,75,6,High Vibration
1/2/2021 11:00,MTR003,380,13.7,4.95,50,0.96,61,1350,52,62,58,6.3,High Vibration
1/2/2021 11:15,MTR005,420,12.1,4.83,50,0.91,47,1373,79,62,56,3.3,Running
1/2/2021 11:30,MTR004,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 11:45,MTR001,420,14.1,5.63,50,0.95,62,1452,66,58,52,6.1,High Vibration
1/2/2021 12:00,MTR001,400,11.4,4.33,50,0.97,47,1496,84,47,63,5.2,High Vibration
1/2/2021 12:15,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 12:30,MTR004,380,8,2.89,50,0.9,53,1496,65,52,63,5.8,High Vibration
1/2/2021 12:45,MTR002,400,13,4.94,50,0.91,66,1407,50,60,54,4.8,Running
1/2/2021 13:00,MTR001,400,9.3,3.53,50,0.97,55,1376,85,50,50,4.4,Running
1/2/2021 13:15,MTR002,410,9.1,3.54,50,0.81,64,1464,62,65,69,3.2,Running
1/2/2021 13:30,MTR003,400,8.5,3.23,50,0.97,40,1378,62,51,64,4.3,Running
1/2/2021 13:45,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 14:00,MTR002,380,9,3.25,50,0.84,67,1356,76,53,57,6,High Vibration
1/2/2021 14:15,MTR003,420,15.1,6.02,50,0.86,52,1363,50,60,65,5.1,High Vibration
1/2/2021 14:30,MTR002,380,15,5.42,50,0.83,54,1360,50,60,63,5.8,High Vibration
1/2/2021 14:45,MTR005,400,15.5,5.89,50,0.92,50,1450,84,64,69,2.7,Overload
1/2/2021 15:00,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 15:15,MTR004,400,11.3,4.29,50,0.92,43,1445,80,42,52,5.5,High Vibration
1/2/2021 15:30,MTR002,400,12.2,4.64,50,0.89,42,1395,55,42,74,6.3,High Vibration
1/2/2021 15:45,MTR005,415,15.7,6.19,50,0.88,55,1418,52,56,72,5.8,High Vibration
1/2/2021 16:00,MTR001,390,10.8,4,50,0.87,59,1387,77,63,54,5.2,High Vibration
1/2/2021 16:15,MTR004,410,9,3.51,50,0.91,55,1461,44,50,69,5.1,High Vibration
1/2/2021 16:30,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 16:45,MTR002,410,15.3,5.96,50,0.93,60,1378,98,62,59,4.8,Overload
1/2/2021 17:00,MTR005,420,10.6,4.23,50,0.92,43,1435,98,63,60,2,Load Increase
1/2/2021 17:15,MTR002,400,10.8,4.1,50,0.8,67,1379,78,40,53,1.7,Running
1/2/2021 17:30,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 17:45,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 18:00,MTR001,420,12.4,4.95,50,0.94,52,1352,56,36,53,6,High Vibration
1/2/2021 18:15,MTR005,410,14.8,5.76,50,0.85,51,1404,86,62,70,2.8,Overload
1/2/2021 18:30,MTR003,380,15.7,5.67,50,0.81,45,1417,95,41,63,4.9,Overload
1/2/2021 18:45,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 19:00,MTR002,410,11.6,4.52,50,0.86,48,1387,40,62,58,4,Running
1/2/2021 19:15,MTR004,400,14.8,5.62,50,0.81,49,1367,63,39,64,1.9,Overload
1/2/2021 19:30,MTR003,380,13.6,4.91,50,0.97,69,1393,42,36,54,2,Running
1/2/2021 19:45,MTR003,415,13.5,5.32,50,0.83,50,1387,85,36,69,3.7,Running
1/2/2021 20:00,MTR004,380,15.8,5.7,50,0.95,68,1353,78,62,69,3.8,Overload
1/2/2021 20:15,MTR001,400,10.8,4.1,50,0.9,47,1498,84,62,67,5.1,High Vibration
1/2/2021 20:30,MTR004,400,13.7,5.21,50,0.91,44,1434,71,53,75,5.7,High Vibration
1/2/2021 20:45,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 21:00,MTR001,410,10.7,4.17,50,0.84,66,1496,84,56,50,2.7,Running
1/2/2021 21:15,MTR005,390,9.4,3.48,50,0.85,45,1414,44,64,73,5.1,High Vibration
1/2/2021 21:30,MTR005,420,9.3,3.71,50,0.86,42,1367,44,58,50,5.9,High Vibration
1/2/2021 21:45,MTR004,390,15,5.56,50,0.88,53,1488,44,65,54,6.3,High Vibration
1/2/2021 22:00,MTR001,410,15.2,5.92,50,0.93,67,1433,88,38,56,6.1,High Vibration
1/2/2021 22:15,MTR003,420,14.6,5.83,50,0.96,52,1412,57,53,70,4.8,Overload
1/2/2021 22:30,MTR003,410,10.1,3.93,50,0.82,53,1380,87,65,70,6,High Vibration
1/2/2021 22:45,MTR002,390,12.5,4.63,50,0.93,68,1428,58,60,66,2.6,Running
1/2/2021 23:00,MTR002,415,10.6,4.18,50,0.96,43,1479,90,59,64,3.7,Running
1/2/2021 23:15,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/2/2021 23:30,MTR002,400,10.7,4.07,50,0.9,68,1415,66,54,57,1.5,Running
1/2/2021 23:45,MTR004,400,14.7,5.59,50,0.83,46,1466,95,38,67,2.8,Overload
1/3/2021 0:00,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 0:15,MTR004,410,16,6.23,50,0.96,51,1382,94,59,60,6.1,High Vibration
1/3/2021 0:30,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 0:45,MTR001,415,13.2,5.2,50,0.93,43,1378,42,64,74,4,Running
1/3/2021 1:00,MTR002,400,9.7,3.69,50,0.92,46,1451,59,55,62,4.8,Running
1/3/2021 1:15,MTR004,415,9.1,3.59,50,0.98,44,1392,45,36,64,3.6,Running
1/3/2021 1:30,MTR005,400,14.2,5.4,50,0.92,46,1381,96,40,57,2.7,Overload
1/3/2021 1:45,MTR005,380,8.9,3.21,50,0.87,57,1437,75,60,63,2.9,Running
1/3/2021 2:00,MTR003,415,8.6,3.39,50,0.85,46,1352,75,43,66,6,High Vibration
1/3/2021 2:15,MTR004,415,13.1,5.16,50,0.8,57,1425,95,61,72,3.1,Load Increase
1/3/2021 2:30,MTR003,410,14.5,5.65,50,0.95,54,1350,48,60,75,2.1,Overload
1/3/2021 2:45,MTR003,400,14.9,5.66,50,0.98,54,1500,73,49,74,4,Overload
1/3/2021 3:00,MTR003,420,13.5,5.39,50,0.86,69,1361,76,60,71,2.2,Running
1/3/2021 3:15,MTR001,380,11.5,4.15,50,0.87,62,1418,68,40,65,6,High Vibration
1/3/2021 3:30,MTR004,410,14,5.45,50,0.89,59,1436,63,42,53,4.5,Running
1/3/2021 3:45,MTR001,400,15.7,5.97,50,0.82,66,1470,75,40,53,2,Overload
1/3/2021 4:00,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 4:15,MTR005,400,10,3.8,50,0.88,68,1385,71,60,54,4.8,Running
1/3/2021 4:30,MTR003,400,15.9,6.04,50,0.93,64,1406,63,35,73,2.6,Overload
1/3/2021 4:45,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 5:00,MTR004,415,15.3,6.03,50,0.97,65,1474,68,40,55,3,Overload
1/3/2021 5:15,MTR004,415,8.8,3.47,50,0.85,67,1485,65,36,51,5.9,High Vibration
1/3/2021 5:30,MTR002,390,13,4.82,50,0.97,63,1411,66,42,64,2.1,Running
1/3/2021 5:45,MTR003,420,13.3,5.31,50,0.96,43,1375,44,57,65,4.4,Running
1/3/2021 6:00,MTR004,400,8.8,3.34,50,0.92,59,1470,83,38,58,1.6,Running
1/3/2021 6:15,MTR004,390,12.8,4.74,50,0.92,48,1433,60,52,59,5.8,High Vibration
1/3/2021 6:30,MTR002,390,12.6,4.67,50,0.82,41,1467,55,50,52,3.8,Running
1/3/2021 6:45,MTR003,410,12.5,4.87,50,0.87,60,1487,54,39,50,5.3,High Vibration
1/3/2021 7:00,MTR002,390,10.4,3.85,50,0.95,53,1484,97,43,70,3,Load Increase
1/3/2021 7:15,MTR003,390,12.9,4.78,50,0.94,65,1407,59,36,74,4.3,Running
1/3/2021 7:30,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 7:45,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 8:00,MTR005,380,9.6,3.47,50,0.83,42,1432,86,53,66,4.1,Running
1/3/2021 8:15,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 8:30,MTR003,400,10.3,3.91,50,0.88,63,1489,84,58,66,5.8,High Vibration
1/3/2021 8:45,MTR005,415,15.8,6.23,50,0.83,47,1424,86,65,72,4.7,Overload
1/3/2021 9:00,MTR002,390,14.9,5.52,50,0.87,58,1433,97,35,52,4.8,Overload
1/3/2021 9:15,MTR002,380,12.5,4.51,50,0.95,59,1409,56,47,73,3.1,Running
1/3/2021 9:30,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 9:45,MTR003,380,12.5,4.51,50,0.85,54,1390,76,39,75,3.5,Running
1/3/2021 10:00,MTR003,400,9.8,3.72,50,0.94,55,1413,52,40,52,1.6,Running
1/3/2021 10:15,MTR004,420,13.5,5.39,50,0.81,52,1456,60,54,59,5.7,High Vibration
1/3/2021 10:30,MTR002,420,14.3,5.71,50,0.86,68,1373,62,54,56,5.3,High Vibration
1/3/2021 10:45,MTR003,400,15,5.7,50,0.8,56,1462,69,59,60,4.4,Overload
1/3/2021 11:00,MTR001,380,9.8,3.54,50,0.81,53,1370,71,59,57,3.9,Running
1/3/2021 11:15,MTR005,400,8.4,3.19,50,0.9,58,1363,63,46,66,3.1,Running
1/3/2021 11:30,MTR003,410,11.3,4.4,50,0.93,40,1358,45,41,54,1.8,Running
1/3/2021 11:45,MTR004,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 12:00,MTR003,410,9.9,3.86,50,0.94,43,1471,57,64,55,6.1,High Vibration
1/3/2021 12:15,MTR002,420,12,4.79,50,0.83,56,1434,99,57,50,4,Load Increase
1/3/2021 12:30,MTR004,415,9.9,3.9,50,0.91,68,1445,65,37,73,4.8,Running
1/3/2021 12:45,MTR004,410,15.2,5.92,50,0.96,53,1495,68,54,61,2.3,Overload
1/3/2021 13:00,MTR004,420,14.8,5.91,50,0.83,70,1395,95,65,71,6.4,High Vibration
1/3/2021 13:15,MTR003,380,12.4,4.48,50,0.81,46,1472,59,52,74,3.2,Running
1/3/2021 13:30,MTR005,380,14.1,5.09,50,0.97,61,1360,67,62,63,6.3,High Vibration
1/3/2021 13:45,MTR004,410,15.2,5.92,50,0.84,60,1466,43,41,71,5.8,High Vibration
1/3/2021 14:00,MTR004,415,12.4,4.89,50,0.91,48,1469,93,39,70,5,Load Increase
1/3/2021 14:15,MTR002,415,14.6,5.76,50,0.87,42,1443,62,65,75,2.5,Overload
1/3/2021 14:30,MTR003,420,9.8,3.91,50,0.8,68,1353,73,62,63,3.2,Running
1/3/2021 14:45,MTR004,410,10.2,3.97,50,0.84,66,1377,46,46,69,4.4,Running
1/3/2021 15:00,MTR005,420,9.4,3.75,50,0.94,51,1492,76,38,64,6.2,High Vibration
1/3/2021 15:15,MTR003,400,13.4,5.09,50,0.84,52,1470,70,62,72,3.2,Running
1/3/2021 15:30,MTR005,400,11.6,4.41,50,0.83,69,1364,50,55,62,4.7,Running
1/3/2021 15:45,MTR002,415,13.2,5.2,50,0.94,69,1479,41,54,53,2.8,Running
1/3/2021 16:00,MTR001,380,14.8,5.34,50,0.89,44,1456,42,63,59,3.3,Overload
1/3/2021 16:15,MTR005,410,16,6.23,50,0.9,50,1391,70,63,62,3.8,Overload
1/3/2021 16:30,MTR005,390,15.6,5.78,50,0.93,40,1496,70,45,71,3,Overload
1/3/2021 16:45,MTR004,420,10.7,4.27,50,0.9,40,1499,100,63,59,5.8,High Vibration
1/3/2021 17:00,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 17:15,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 17:30,MTR005,380,12.1,4.37,50,0.82,64,1424,65,65,62,6.1,High Vibration
1/3/2021 17:45,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/3/2021 18:00,MTR003,380,12.1,4.37,50,0.86,52,1449,81,50,54,6.5,High Vibration
1/3/2021 18:15,MTR003,390,8.3,3.08,50,0.91,50,1445,68,55,72,5.3,High Vibration
1/3/2021 18:30,MTR001,390,10.6,3.93,50,0.86,57,1397,98,36,59,1.9,Load Increase
1/3/2021 18:45,MTR002,415,10.1,3.98,50,0.81,45,1367,85,53,54,1.9,Running
1/3/2021 19:00,MTR003,420,12.5,4.99,50,0.93,69,1444,63,57,59,2.6,Running
1/3/2021 19:15,MTR002,380,8.2,2.96,50,0.83,43,1373,73,63,52,4.8,Running
1/3/2021 19:30,MTR002,420,13.2,5.27,50,0.98,55,1413,66,65,58,4.9,Running
1/3/2021 19:45,MTR005,410,15,5.84,50,0.96,50,1371,41,39,54,4.6,Overload
1/3/2021 20:00,MTR002,420,8.6,3.43,50,0.94,48,1434,94,51,73,6.2,High Vibration
1/3/2021 20:15,MTR003,410,11.4,4.44,50,0.9,65,1456,69,56,55,3.2,Running
1/3/2021 20:30,MTR004,400,13.1,4.98,50,0.84,63,1457,77,55,64,1.7,Running
1/3/2021 20:45,MTR002,380,13.3,4.8,50,0.93,45,1392,93,62,72,5.7,High Vibration
